Scheepsnaam;Handling;Terminal;Port of discharge;Consignmentnr;Kind of package;Shipping Name;UNO;IMO;Flashpoint;Packaging Group;Equipment number;Stowage position;Quantity in container;Weight in container
Erasmus 1;Transit;Terminal 1;Amsterdam;20833698;Rectangular Tank;TRIETHYLENETETRAMINE;1219;61;0;Minor danger;PBAU3101190;221084;8008;5230000
Erasmus 1;Discharge;Terminal 1;Amsterdam;55176902;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2524;8;0;Medium danger;PBAU2733409;220186;4733;92954000
Erasmus 1;Transit;Terminal 1;Amsterdam;61815299;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;2052;3;0;Medium danger;PBAU9206164;220286;3312;43747000
Erasmus 1;Transit;Terminal 1;Amsterdam;90620214;Rectangular Tank;RESORCINOL;3265;61;0;Medium danger;PBAU6127335;220386;6871;51949000
Erasmus 1;Discharge;Terminal 1;Amsterdam;27278644;Rectangular Tank;CRESOLS, SOLID;2922;8;0;Medium danger;PBAU9188438;220486;9351;22299000
Erasmus 1;Transit;Terminal 1;Amsterdam;35607374;Rectangular Tank;FURFURYL ALCOHOL;2924;8;118;Medium danger;PBAU1587424;220586;8604;62036000
Erasmus 1;Transit;Terminal 1;Amsterdam;12741655;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3302;8;0;Medium danger;PBAU1154325;220686;1524;43707000
Erasmus 1;Discharge;Terminal 1;Amsterdam;89365737;Rectangular Tank;CRESOLS, SOLID;3261;61;0;Minor danger;PBAU8775420;220786;6700;4665000
Erasmus 1;Transit;Terminal 1;Amsterdam;80424126;Rectangular Tank;SULPHURIC ACID;2259;3;30;Medium danger;PBAU6971364;220886;161;27629000
Erasmus 1;Discharge;Terminal 1;Amsterdam;19256412;Rectangular Tank;ESTERS, N.O.S.;2052;41;0;Minor danger;PBAU2196428;220986;6719;15665000
Erasmus 1;Discharge;Terminal 1;Amsterdam;68891877;Rectangular Tank;RESIN SOLUTION;3455;8;0;Great danger;PBAU6366248;221086;6744;74568000
Erasmus 1;Discharge;Terminal 1;Amsterdam;52424098;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1903;8;0;Minor danger;PBAU8145322;220188;8986;73091000
Erasmus 1;Transit;Terminal 1;Amsterdam;91856536;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1219;61;118;Medium danger;PBAU4948610;220288;3006;28314000
Erasmus 1;Discharge;Terminal 1;Amsterdam;95170889;Rectangular Tank;PENTANE 2,4 DIONE;2524;9;13;Great danger;PBAU5305968;220388;1165;37440000
Erasmus 1;Transit;Terminal 1;Amsterdam;77445237;Rectangular Tank;SULPHURIC ACID;2924;8;30;Medium danger;PBAU9058485;220488;2331;56978000
Erasmus 1;Discharge;Terminal 1;Amsterdam;54620469;Rectangular Tank;PHOSPHORUS PENTOXIDE;2876;3;0;Minor danger;PBAU8931089;220588;613;86378000
Erasmus 1;Transit;Terminal 1;Amsterdam;40624034;Rectangular Tank;TRIMETHYL PHOSPHITE;3265;8;0;Medium danger;PBAU8935447;220688;1761;70159000
Erasmus 1;Discharge;Terminal 1;Amsterdam;61784677;Rectangular Tank;ETHYL ACETATE;2524;8;13;Medium danger;PBAU7576460;220788;6252;90821000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34942773;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1760;3;15;Medium danger;PBAU3259011;220888;2424;13898000
Erasmus 1;Discharge;Terminal 1;Amsterdam;22942132;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1807;61;0;Medium danger;PBAU6378416;220988;8798;17236000
Erasmus 1;Discharge;Terminal 1;Amsterdam;84329657;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2524;61;7;Medium danger;PBAU7390037;221088;9495;13536000
Erasmus 1;Transit;Terminal 1;Amsterdam;93027038;Rectangular Tank;PHOSPHORUS PENTOXIDE;1266;61;0;Medium danger;PBAU6082980;220190;3627;53128000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12550599;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2344;61;0;Medium danger;PBAU4822572;220290;682;59248000
Erasmus 1;Transit;Terminal 1;Amsterdam;39058660;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1199;41;0;Minor danger;PBAU7067338;220390;2198;35011000
Erasmus 1;Discharge;Terminal 1;Amsterdam;10180989;Rectangular Tank;TRIMETHYL PHOSPHITE;2259;61;0;Medium danger;PBAU3376295;220490;8094;81528000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90005693;Rectangular Tank;PHOSPHORUS PENTOXIDE;3378;8;0;Minor danger;PBAU7139104;220590;3090;59643000
Erasmus 1;Transit;Terminal 1;Amsterdam;45424525;Rectangular Tank;MATCHES, SAFETY;3378;61;0;Minor danger;PBAU8226809;220690;4943;84865000
Erasmus 1;Discharge;Terminal 1;Amsterdam;51439824;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1993;61;0;Medium danger;PBAU5789275;220790;4770;66620000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90479338;Rectangular Tank;TRICHLOROETHYLENE;1807;51;15;Minor danger;PBAU5519543;220890;6476;43794000
Erasmus 1;Discharge;Terminal 1;Amsterdam;88810561;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3082;8;0;Medium danger;PBAU9498960;220990;6542;30465000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17633358;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3261;8;15;Minor danger;PBAU3000770;221090;8584;44074000
Erasmus 1;Discharge;Terminal 1;Amsterdam;68896995;Rectangular Tank;PENTANE 2,4 DIONE;1944;8;0;Great danger;PBAU4501044;220192;293;65976000
Erasmus 1;Discharge;Terminal 1;Amsterdam;61255356;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;2052;61;0;Minor danger;PBAU7494530;220292;1833;84284000
Erasmus 1;Discharge;Terminal 1;Amsterdam;80429258;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1992;3;0;Medium danger;PBAU6889797;220392;5208;52393000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87904237;Rectangular Tank;MATCHES, SAFETY;2929;61;15;Medium danger;PBAU7501367;220492;541;20321000
Erasmus 1;Transit;Terminal 1;Amsterdam;97401494;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2796;3;0;Minor danger;PBAU7420166;220592;5203;52472000
Erasmus 1;Transit;Terminal 1;Amsterdam;84008968;Rectangular Tank;BROMOPROPANES;1993;61;46;Great danger;PBAU1293774;220692;4614;62729000
Erasmus 1;Transit;Terminal 1;Amsterdam;21152770;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3455;3;27;Minor danger;PBAU9535326;220792;1128;68695000
Erasmus 1;Transit;Terminal 1;Amsterdam;43558701;Rectangular Tank;ETHYL ACETATE;2796;8;24;Minor danger;PBAU8950544;220892;358;26626000
Erasmus 1;Discharge;Terminal 1;Amsterdam;46997912;Rectangular Tank;PERFUMERY PRODUCTS;2796;8;13;Minor danger;PBAU6652331;220992;7710;23226000
Erasmus 1;Transit;Terminal 1;Amsterdam;67411419;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1170;3;15;Medium danger;PBAU4687231;221092;5842;83453000
Erasmus 1;Transit;Terminal 1;Amsterdam;98297811;Rectangular Tank;TRICHLOROETHYLENE;1814;8;0;Medium danger;PBAU1529893;220194;419;40259000
Erasmus 1;Transit;Terminal 1;Amsterdam;90378742;Rectangular Tank;SULPHURIC ACID;2310;61;0;Medium danger;PBAU8848830;220294;6904;98334000
Erasmus 1;Discharge;Terminal 1;Amsterdam;36799269;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;1219;3;0;Medium danger;PBAU3167241;220394;2791;22879000
Erasmus 1;Transit;Terminal 1;Amsterdam;51198608;Rectangular Tank;TRIMETHYL PHOSPHITE;2310;3;24;Medium danger;PBAU3706553;220494;85;47918000
Erasmus 1;Discharge;Terminal 1;Amsterdam;79089520;Rectangular Tank;FORMIC ACID;3302;8;0;Minor danger;PBAU1590397;220594;8122;61039000
Erasmus 1;Transit;Terminal 1;Amsterdam;30772007;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1710;51;7;Medium danger;PBAU7480132;220694;1237;8885000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92252769;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1903;3;0;Minor danger;PBAU8160262;220794;9186;58298000
Erasmus 1;Discharge;Terminal 1;Amsterdam;72015456;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2929;3;46;Medium danger;PBAU8279527;220894;4926;62571000
Erasmus 1;Discharge;Terminal 1;Amsterdam;14171151;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1173;3;46;Medium danger;PBAU7285650;220994;8424;58506000
Erasmus 1;Discharge;Terminal 1;Amsterdam;18140058;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;2922;8;0;Medium danger;PBAU7956026;221094;8966;180000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86091201;Rectangular Tank;PERFUMERY PRODUCTS;2929;51;45;Medium danger;PBAU5572189;220196;8897;65090000
Erasmus 1;Transit;Terminal 1;Amsterdam;99539429;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;3455;8;30;Medium danger;PBAU1999870;220296;3400;77206000
Erasmus 1;Transit;Terminal 1;Amsterdam;90591760;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;3378;51;38;Medium danger;PBAU9494847;220396;9562;35281000
Erasmus 1;Transit;Terminal 1;Amsterdam;94486040;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3455;3;13;Medium danger;PBAU2792483;220496;3388;40714000
Erasmus 1;Discharge;Terminal 1;Amsterdam;30738363;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;2310;61;0;Minor danger;PBAU7111012;220596;891;7762000
Erasmus 1;Transit;Terminal 1;Amsterdam;88906063;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2259;51;0;Medium danger;PBAU8319325;220696;8743;14019000
Erasmus 1;Transit;Terminal 1;Amsterdam;48095342;Rectangular Tank;FURFURYL ALCOHOL;2524;61;24;Minor danger;PBAU7627137;220796;3626;41827000
Erasmus 1;Discharge;Terminal 1;Amsterdam;35759996;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;2876;61;13;Minor danger;PBAU7853858;220896;7287;12216000
Erasmus 1;Discharge;Terminal 1;Amsterdam;84971449;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1219;3;15;Medium danger;PBAU8087406;220996;1374;54079000
Erasmus 1;Transit;Terminal 1;Amsterdam;17753582;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2310;9;0;Medium danger;PBAU3444003;221096;2610;56369000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21404581;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1173;8;0;Medium danger;PBAU5500193;220198;6853;93619000
Erasmus 1;Transit;Terminal 1;Amsterdam;21769547;Rectangular Tank;AMINOPHENOLS;1866;8;0;Medium danger;PBAU7057525;220298;574;8740000
Erasmus 1;Transit;Terminal 1;Amsterdam;36571700;Rectangular Tank;TRICHLOROETHYLENE;1814;8;38;Medium danger;PBAU6161866;220398;802;53005000
Erasmus 1;Transit;Terminal 1;Amsterdam;83374234;Rectangular Tank;CRESOLS, SOLID;1992;8;38;Minor danger;PBAU2654773;220498;796;89296000
Erasmus 1;Transit;Terminal 1;Amsterdam;10519188;Rectangular Tank;AMINOPHENOLS;2310;3;0;Great danger;PBAU6151909;220598;3856;13169000
Erasmus 1;Discharge;Terminal 1;Amsterdam;10499486;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1992;3;15;Minor danger;PBAU5450461;220698;7729;60719000
Erasmus 1;Transit;Terminal 1;Amsterdam;57779694;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1992;3;46;Minor danger;PBAU9274319;220798;7806;61310000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44616862;Rectangular Tank;TRICHLOROETHYLENE;1992;51;30;Minor danger;PBAU4580530;220898;7891;50860000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45008550;Rectangular Tank;PENTANE 2,4 DIONE;2876;3;0;Minor danger;PBAU3941884;220998;1371;11684000
Erasmus 1;Transit;Terminal 1;Amsterdam;11990907;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1193;3;0;Medium danger;PBAU9521504;221098;39;34027000
Erasmus 1;Transit;Terminal 1;Amsterdam;17404501;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;2734;61;0;Medium danger;PBAU1447581;230182;8255;49841000
Erasmus 1;Transit;Terminal 1;Amsterdam;21689223;Rectangular Tank;ESTERS, N.O.S.;2924;3;0;Medium danger;PBAU5241120;230282;9662;46406000
Erasmus 1;Discharge;Terminal 1;Amsterdam;37297033;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1944;61;38;Medium danger;PBAU2089634;230382;8968;14025000
Erasmus 1;Transit;Terminal 1;Amsterdam;32160442;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1199;3;118;Minor danger;PBAU4738273;230482;218;23296000
Erasmus 1;Discharge;Terminal 1;Amsterdam;59622768;Rectangular Tank;CRESOLS, SOLID;3082;61;0;Medium danger;PBAU2317893;230582;558;3143000
Erasmus 1;Transit;Terminal 1;Amsterdam;20319980;Rectangular Tank;SULPHURIC ACID;2874;8;0;Minor danger;PBAU2149980;230682;8319;74444000
Erasmus 1;Transit;Terminal 1;Amsterdam;36187706;Rectangular Tank;PERFUMERY PRODUCTS;1173;61;13;Medium danger;PBAU3307562;230782;5152;30863000
Erasmus 1;Transit;Terminal 1;Amsterdam;93482440;Rectangular Tank;FURALDEHYDES;1760;3;0;Medium danger;PBAU2291992;230882;2093;39818000
Erasmus 1;Transit;Terminal 1;Amsterdam;84457608;Rectangular Tank;DIPENTENE;3082;3;15;Medium danger;PBAU8686493;230982;2004;29342000
Erasmus 1;Transit;Terminal 1;Amsterdam;52249193;Rectangular Tank;FORMIC ACID;2924;8;24;Medium danger;PBAU8343478;231082;843;3912000
Erasmus 1;Transit;Terminal 1;Amsterdam;15431382;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1866;8;0;Minor danger;PBAU3223825;230184;3973;70846000
Erasmus 1;Transit;Terminal 1;Amsterdam;24077147;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;1170;3;30;Medium danger;PBAU3585488;230284;4105;72531000
Erasmus 1;Discharge;Terminal 1;Amsterdam;89367154;Rectangular Tank;DIPENTENE;2929;61;30;Medium danger;PBAU2549449;230384;4832;11251000
Erasmus 1;Discharge;Terminal 1;Amsterdam;98739222;Rectangular Tank;DIPENTENE;1992;61;15;Minor danger;PBAU3862449;230484;4735;33743000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11671937;Rectangular Tank;FURALDEHYDES;3455;9;0;Minor danger;PBAU2345359;230584;3987;9525000
Erasmus 1;Transit;Terminal 1;Amsterdam;20008215;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;3302;3;0;Great danger;PBAU4683651;230684;2470;22253000
Erasmus 1;Transit;Terminal 1;Amsterdam;54370286;Rectangular Tank;RESIN SOLUTION;2329;8;7;Minor danger;PBAU7732668;230784;8424;7340000
Erasmus 1;Transit;Terminal 1;Amsterdam;91685303;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;2052;61;13;Medium danger;PBAU6076112;230884;5827;84853000
Erasmus 1;Transit;Terminal 1;Amsterdam;27523492;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3265;3;24;Medium danger;PBAU7301997;230984;2816;66672000
Erasmus 1;Transit;Terminal 1;Amsterdam;80811206;Rectangular Tank;DIPENTENE;1807;3;7;Medium danger;PBAU2547028;231084;9253;97122000
Erasmus 1;Transit;Terminal 1;Amsterdam;82261006;Rectangular Tank;TRIMETHYL PHOSPHITE;3487;3;15;Minor danger;PBAU3989865;230186;7978;75738000
Erasmus 1;Discharge;Terminal 1;Amsterdam;49629962;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;3265;61;0;Medium danger;PBAU4382237;230286;9772;53628000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45723899;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1992;3;30;Minor danger;PBAU6063542;230386;3293;89022000
Erasmus 1;Transit;Terminal 1;Amsterdam;32784604;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1710;3;15;Medium danger;PBAU5031667;230486;2522;41076000
Erasmus 1;Transit;Terminal 1;Amsterdam;32352640;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2524;3;0;Medium danger;PBAU7053590;230586;6475;34532000
Erasmus 1;Transit;Terminal 1;Amsterdam;89097476;Rectangular Tank;PENTANE 2,4 DIONE;3265;3;30;Medium danger;PBAU2180755;230686;534;96361000
Erasmus 1;Discharge;Terminal 1;Amsterdam;76134598;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2922;3;0;Medium danger;PBAU2936545;230786;1046;78784000
Erasmus 1;Transit;Terminal 1;Amsterdam;34442923;Rectangular Tank;TRIETHYLENETETRAMINE;1779;8;15;Medium danger;PBAU9480855;230886;89;91143000
Erasmus 1;Discharge;Terminal 1;Amsterdam;24751757;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2796;61;0;Minor danger;PBAU3246492;230986;7277;13632000
Erasmus 1;Discharge;Terminal 1;Amsterdam;78085104;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;2329;51;0;Medium danger;PBAU9953317;231086;6437;92040000
Erasmus 1;Transit;Terminal 1;Amsterdam;77049566;Rectangular Tank;FORMIC ACID;3082;8;7;Great danger;PBAU6652781;230188;5860;4483000
Erasmus 1;Transit;Terminal 1;Amsterdam;45464802;Rectangular Tank;TRIETHYLENETETRAMINE;1266;3;15;Medium danger;PBAU1168958;230288;9688;88252000
Erasmus 1;Discharge;Terminal 1;Amsterdam;59680554;Rectangular Tank;CRESOLS, SOLID;3261;51;15;Medium danger;PBAU8515691;230388;2165;80493000
Erasmus 1;Transit;Terminal 1;Amsterdam;54973302;Rectangular Tank;TRIMETHYL PHOSPHITE;2512;51;60;Minor danger;PBAU1498711;230488;1500;25898000
Erasmus 1;Discharge;Terminal 1;Amsterdam;48736747;Rectangular Tank;MATCHES, SAFETY;1173;3;0;Minor danger;PBAU3274418;230588;5371;45364000
Erasmus 1;Discharge;Terminal 1;Amsterdam;30402777;Rectangular Tank;BROMOPROPANES;1866;8;24;Medium danger;PBAU6396189;230688;5514;7986000
Erasmus 1;Transit;Terminal 1;Amsterdam;92813082;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2734;61;30;Minor danger;PBAU1304561;230788;7896;28439000
Erasmus 1;Discharge;Terminal 1;Amsterdam;78787277;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3272;9;15;Medium danger;PBAU8239697;230888;4955;22307000
Erasmus 1;Discharge;Terminal 1;Amsterdam;66182220;Rectangular Tank;TRIMETHYL PHOSPHITE;1866;9;0;Medium danger;PBAU5836394;230988;3562;34532000
Erasmus 1;Discharge;Terminal 1;Amsterdam;99667992;Rectangular Tank;CRESOLS, SOLID;2052;61;0;Great danger;PBAU8943001;231088;2321;30961000
Erasmus 1;Transit;Terminal 1;Amsterdam;64030347;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1807;3;13;Medium danger;PBAU3843150;230190;1215;97468000
Erasmus 1;Discharge;Terminal 1;Amsterdam;50780356;Rectangular Tank;TRIETHYLENETETRAMINE;3487;8;30;Minor danger;PBAU6838521;230290;1547;8425000
Erasmus 1;Transit;Terminal 1;Amsterdam;60227370;Rectangular Tank;ETHYL ACETATE;1199;3;27;Medium danger;PBAU8187425;230390;2541;31726000
Erasmus 1;Transit;Terminal 1;Amsterdam;10523492;Rectangular Tank;FORMIC ACID;2310;8;30;Medium danger;PBAU1405684;230490;6101;21232000
Erasmus 1;Discharge;Terminal 1;Amsterdam;24207293;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3302;61;15;Medium danger;PBAU2580388;230590;1109;27737000
Erasmus 1;Transit;Terminal 1;Amsterdam;43303886;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1266;9;13;Medium danger;PBAU1168145;230690;1783;84844000
Erasmus 1;Discharge;Terminal 1;Amsterdam;60332453;Rectangular Tank;DIPENTENE;1903;8;118;Medium danger;PBAU9262907;230790;955;43948000
Erasmus 1;Discharge;Terminal 1;Amsterdam;61940903;Rectangular Tank;BROMOPROPANES;2876;3;30;Medium danger;PBAU3665817;230890;2180;31820000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17619311;Rectangular Tank;ETHYL ACETATE;2796;9;0;Medium danger;PBAU4819481;230990;5662;80113000
Erasmus 1;Transit;Terminal 1;Amsterdam;22821611;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1866;3;0;Minor danger;PBAU6504070;231090;1457;11370000
Erasmus 1;Transit;Terminal 1;Amsterdam;97670007;Rectangular Tank;AMINOPHENOLS;1173;3;118;Medium danger;PBAU8068020;230192;730;8807000
Erasmus 1;Discharge;Terminal 1;Amsterdam;66380648;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3082;61;45;Minor danger;PBAU1764106;230292;1877;86697000
Erasmus 1;Transit;Terminal 1;Amsterdam;51072906;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;2329;8;15;Medium danger;PBAU3492428;230392;8843;62522000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57755182;Rectangular Tank;PERFUMERY PRODUCTS;2259;61;0;Great danger;PBAU1145827;230492;7172;49351000
Erasmus 1;Discharge;Terminal 1;Amsterdam;54335820;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1193;61;0;Medium danger;PBAU1059552;230592;3255;98892000
Erasmus 1;Transit;Terminal 1;Amsterdam;11005444;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2924;3;13;Minor danger;PBAU8071561;230692;8295;38474000
Erasmus 1;Discharge;Terminal 1;Amsterdam;14903371;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;1199;41;15;Medium danger;PBAU7266568;230792;4179;99813000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86979472;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3272;8;0;Medium danger;PBAU8861625;230892;7830;87117000
Erasmus 1;Transit;Terminal 1;Amsterdam;73332427;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1219;3;13;Medium danger;PBAU8845935;230992;8258;2306000
Erasmus 1;Transit;Terminal 1;Amsterdam;29693111;Rectangular Tank;PENTANE 2,4 DIONE;3487;61;0;Minor danger;PBAU9132074;231092;8262;75236000
Erasmus 1;Discharge;Terminal 1;Amsterdam;68091297;Rectangular Tank;FORMIC ACID;3487;61;0;Minor danger;PBAU7567461;230194;4492;93623000
Erasmus 1;Discharge;Terminal 1;Amsterdam;77386302;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3261;9;46;Medium danger;PBAU1050716;230294;4010;22763000
Erasmus 1;Transit;Terminal 1;Amsterdam;64375257;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3265;3;15;Medium danger;PBAU1316369;230394;6138;84661000
Erasmus 1;Transit;Terminal 1;Amsterdam;28126241;Rectangular Tank;BROMOPROPANES;2344;61;15;Medium danger;PBAU6617242;230494;9712;32400000
Erasmus 1;Transit;Terminal 1;Amsterdam;43926568;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1219;3;45;Medium danger;PBAU3055424;230594;4813;37126000
Erasmus 1;Transit;Terminal 1;Amsterdam;62736327;Rectangular Tank;CRESOLS, SOLID;1710;61;15;Great danger;PBAU2743123;230694;1451;7840000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64747526;Rectangular Tank;TRIETHYLENETETRAMINE;1710;3;118;Medium danger;PBAU9748522;230794;5821;96343000
Erasmus 1;Transit;Terminal 1;Amsterdam;53098829;Rectangular Tank;BROMOPROPANES;2512;61;12;Minor danger;PBAU9826961;230894;6866;11539000
Erasmus 1;Transit;Terminal 1;Amsterdam;49620555;Rectangular Tank;FURFURYL ALCOHOL;1807;8;30;Medium danger;PBAU5036604;230994;9307;48552000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92917076;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1219;3;30;Medium danger;PBAU8379378;231094;7042;59545000
Erasmus 1;Discharge;Terminal 1;Amsterdam;31961542;Rectangular Tank;MATCHES, SAFETY;2524;8;0;Minor danger;PBAU4829140;230196;1525;82450000
Erasmus 1;Transit;Terminal 1;Amsterdam;81483938;Rectangular Tank;CRESOLS, SOLID;2344;61;0;Minor danger;PBAU8859517;230296;6360;2087000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32765863;Rectangular Tank;BROMOPROPANES;2512;9;7;Medium danger;PBAU2272655;230396;8076;27361000
Erasmus 1;Discharge;Terminal 1;Amsterdam;42551287;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2512;3;0;Great danger;PBAU1324463;230496;4658;56569000
Erasmus 1;Transit;Terminal 1;Amsterdam;34602935;Rectangular Tank;TRIMETHYL PHOSPHITE;2259;8;0;Medium danger;PBAU5043810;230596;4447;65543000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44897580;Rectangular Tank;PENTANE 2,4 DIONE;1173;3;118;Minor danger;PBAU5945810;230696;6672;10399000
Erasmus 1;Discharge;Terminal 1;Amsterdam;46912925;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1219;8;0;Minor danger;PBAU4742516;230796;2802;6269000
Erasmus 1;Transit;Terminal 1;Amsterdam;11652976;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;2052;8;13;Medium danger;PBAU9414899;230896;3205;53212000
Erasmus 1;Discharge;Terminal 1;Amsterdam;59540156;Rectangular Tank;ESTERS, N.O.S.;1266;3;0;Medium danger;PBAU6337884;230996;9100;63698000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32000469;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3302;3;38;Minor danger;PBAU4753944;231096;2963;42889000
